artist_id,artist_name
1131007,乔乾师
4829,裘盛戎
4815,齐.宝力高
1089215,七手
12279998,邱振哲
4841,乔珊
4851,祺云法师
189453,秦勇
12218115,秦旭章
4848,齐士扬
4812,七郎
12462405,清云法师
12475335,qasa
4809,齐旦布
1044024,丘与乐
13429295,浅堤
4828,晴天
4806,青山
1074004,曲艺
4824,曲泉丞
900051,乔军
896234,奇志
13920104,青梅拉萨
1043142,齐会超
4861,崎君
12995546,乞丐
1039227,陆本平
12213092,秦四风
28391569,祁岩
1019302,祈合
223761,邱杨
1047241,千草仙
12441224,邱小龙
4795,秦永
12598090,齐羽嘉
4807,秦咏
1039387,七夏L
12279860,齐硕
4854,乔嘉
11976031,青岛小强
27696000,乔子寒
1193200,秦麦洛桑活佛
12525596,气质陵晗
4796,邱泽
12263065,强歌
4827,曲尔甲
12095133,齐霖
789928,秦艺天
12006106,球球
1060097,邱吉
1108146,Qzero
1015706,俅其oky
13228175,祁子航
1032407,囚牛的方舟
1049029,千锤百炼Gyseal
12231097,齐乐
4825,秦俑
14923036,区智健ONO
1124005,秦天
12290292,祁富贵
12074371,一杨
29490578,曲剑
4895,任贤齐
1015114,任东
1110009,Riyat.Yusup（热亚提.玉苏甫）
12526504,任立佳
1081483,Robot-Boy
1019069,任路加
12274111,任嘉伦
4926,任宇翔
4883,容中尔甲
1038361,Seot
12355767,饶威
1063168,RYLIA
1081769,Thunse
1039251,RPZ
1132068,魜
4896,戎祥
13057502,Rapen罗仁麒
4882,热西·才让旦
4919,任和
12154250,任柏儒
4898,阮经天
4905,任同祥
1078327,rovinabc
28083455,Ronin
4902,润土
4917,Ricky Ho
4901,饶天亮
1036007,任重
4908,任震昊
13197392,Restonia
1027034,Xerls
1081449,李旭
1040160,任阳
1032315,孙悦鸣
12074191,任向东
12131160,Remix Music TV
4923,任浩铭
1039710,学长呀
12409239,日道法师
4894,饶宁新
99602,Redkey
4892,日波益西仁波切
4893,任岩
12031078,RCJacH
711587,任承浩
1041055,浅小寒同學
916051,仁青宫宝
12213118,Rap大军
1132187,Rabbit-lcc
4922,荣星宇
1047272,软木
861596,任飞扬
1039700,融化的雪人
12409240,如通居士
4891,戎梵
1058126,RoseKhalifa
1039206,任衍锟
4881,仁科
4918,刃ASURA
1049065,任永恒
12031270,R8o
12198163,蔡小江
12053410,任子墨
1063080,Talkbox Roc Kit
13161438,任秋晗
4924,阮以伟
12234069,芮嘉言
1086016,荣子yJan
625242,RPG
28085575,Rgry
862041,Replay乐队
1039883,荣鑫
894015,任鲁豫
975738,Helix.T
12142123,Rise
29150340,任杰毅
1040031,RRON
1132402,任健
4888,阮兆祥
1039505,任仂
4920,阮仕春
1116106,任意门
4889,任鹏
1089070,阮明杰
1078069,rapof15
4890,日京江羽人
29151301,任毅
1066017,Rapki
4921,容兵
1030006,任俊陶
27889242,染辰
187369,Random Soul
4927,任升
1047133,任勇勇
1039352,REVOLVER山猫
1049521,阮民安
4899,任传麟
1156193,RHBE
905486,rap随缘
5073,宋冬野
1132749,Shang
4947,孙耀威
5103,孙子涵
797087,smile_小千
43515,Sbazzo
4941,孙楠
1044144,三亩地
1146106,苏琛
4948,苏永康
1178207,沈谧仁
5084,石头
4942,沙宝亮
5022,孙伯纶
4936,宋岳庭
5047,胜屿
1159133,深七
1037013,少恭
1047049,Yoken_Official
12126487,孙晨
5106,寿君超Keyso
4959,誓言
4938,苏醒
13059449,孙浩然
1089111,孙八一
5039,石进
12976513,scaredkrow
4935,爽子
12122233,税子洺
43884,Senpai
1039243,Soul
1192515,盛一伦
4934,苏阳
12336312,SEVEN TANG
12184070,苏凡
1098139,SynBlazer
5087,SOCO真
1047197,山下直人
1049990,Upuk
190497,萨满
1044132,夏浅景
13226089,孙翔
4940,苏有朋
12006015,三郎
5158,桑吉平措
5025,孙浩
1132572,舒大卫
15022221,萨沙
896003,沈震轩
27692511,江枫
12925116,沈煜伦
5015,宋捷
4974,盛中国
5018,孙辉
4951,施文斌
1081895,Shepqet
1081875,邵言
4964,索朗扎西
4937,沈庆
5008,沈懿
4953,沈文程
13057503,孙凡杰
4968,孙国庆
4943,三宝
1132218,宋赫伦
12024178,水月
1058135,SIX GOD
1115138,司空雷
5021,宋秉洋
1039716,宋晓峰
5168,撒贝宁
693018,宋小宝
5078,石磊
1132057,Heki
5005,师鹏
12144027,苏立生
5000,三木科
12301149,孙泽源
1132060,Satchel
792099,宋马超
11975181,四郎贡布
787035,依兴驰
1111024,SKY
1026014,宋逸晨
1081368,十年时间
12274072,山新
501460,Skey
13161108,索当珠
4976,孙小宝
12916043,Seanie P
1039020,孙诺涵
1047122,李粟
1040093,沈波
1087766,十三狼
1078072,顺德
868036,尚裘峰
5196,陶喆
5205,谭咏麟
12492058,陶孟童
5195,Tank
5198,腾格尔
1086078,Ty.
12931942,田羽生
1087592,唐汉霄
787107,陶峻汐
955095,图特哈蒙
5200,屠洪刚
5197,童安格
13056460,覃俊毅
5199,邰正宵
31286,The Shanghai Restoration Project
1193004,唐伯虎Annie
1050510,TSAR
5234,佟大为
5203,汤潮
5206,唐磊
5207,泰迪罗宾
1116074,谭水明
437343,Lonzo
5227,唐禹哲
992023,陶定哟哟
5243,谭盾
12039096,TZ
12975415,天舞
1087265,Umvt
5247,汤子星
12870490,Toryondacloud
5208,谭炎健
27695662,TONY REY 凯睿
1039419,Tolein
2000,塔斯肯
5274,汤非
5285,The Lee's
13059450,Traple赵凌峰
5316,泰然
908122,覃桢
5257,谭杰希
5246,田一龙
104096,谭汶奇_wikki
2579,汀洋
805086,TedJon
1046418,TopManss
5231,屠颖
1132174,TYRX
5238,佟铁鑫
12230039,谭妍喆
817010,陶辰宇
1043219,田宇杨子
5232,田家达
27692717,Tencent TIMI AUDIO
5260,谭富英
5251,唐人踢
985262,唐龙
12121259,佟梦实
962175,谭旋
670008,覃元隆
5225,谭宝硕
1039199,檀健次
5226,汤正川
1039219,谭哲
5201,童孔
5252,铁热沁夫
1049766,田振达
12202054,田亚霍
14100692,兔三岁
12409177,陶思哲
5233,谭炳文
5317,唐建平
222813,田野
5209,唐文龙
5248,陶培力
1064008,田校同
29151329,唐永海
12364168,田源
791155,唐音工作室
203383,TORO
5215,谭耀文
1043257,汤祯钰
1088056,NPC
5284,唐鹏
1053209,覃天佑
1057175,Tonino祖力
861410,TooPhat
13128161,泰岩
12766335,太阳杰
12289176,提笔陈词
13839283,唐宇杰
5250,天津饭
5213,唐尼
5235,田宇
1045039,田宝
789121,琨
12067068,Trojanese(魏宇凡）
187966,田娃
1050140,逆流Group
12675884,USAGii
1040136,UNDERAQUE
13158027,U记仝人
1087008,Ulysses
237262,UP
1087332,Uncle Hu
28390422,U.G
1050281,Cilantro_killer
5342,V.K克
789949,VISUDY
12279905,Vanilla
14101634,VOGUE 5
1040098,verahuuu
1044078,VISIN
1053284,Vous Records
1192469,Vacance.ZEN
1063151,VincentSax
14655580,Vol.2
817015,Vanhci
1132526,名词
978071,vinck
11977081,Vacen奕忠
1048033,VOICHAN
12561869,viky
1050792,Var3D
1040036,Volley
1039828,Vegetarian Lion
1051025,Vai
29355222,Vorang王睿
30617577,Vladimir Alexandrovich Lovchikov
12412082,Vittoria Hilz
15021141,V何杰V
12323154,VANITAS
12262889,Victim Mentality
12067038,Vonenzo Baschello
1039825,ven
1135230,VICON
29355335,Victor
1106026,VAIOTME
28420103,vanderCC
776642,Valentina Villarroel
14713159,Vashon先生
1050440,Veeos
14099343,Veronique B
12903495,VINEM
1050459,Vica_Scream
1045023,VeduYao
5346,王力宏
28083340,王北车
5538,汪苏泷
13058502,王子异
964108,吴亦凡
1083118,王嘉尔
5354,伍佰
5358,王杰
12320060,王齐铭WatchMe
966016,吾恩
1047237,五音Jw
5347,汪峰
5568,Winky诗
5349,魏晨
12302029,王冕
5350,吴克群
12007112,王宇良
794040,W.K.
999220,王俊凯
5678,五色石南叶
1023010,魏小涵
956386,王源
5359,巫启贤
5620,王闻
12462214,王鹤棣
1043093,Toy王奕
27888364,吴希泽
5357,伍思凯
5499,王艺翔
1181775,翁大涵
187229,吴青峰
5427,王强
12656186,王圣锋
5345,万晓利
12122236,翁梓铭
5444,王鹤铮
5356,吴奇隆
5531,王童语
12487017,魏巡
12871618,王一博
13059453,武连杰
5549,王睿
827615,王博文
13923085,伍嘉成
5379,韦礼安
1047178,吴业坤
5438,王建房
1032316,王亚东
1097092,王愚
5360,吴宗宪
5518,王铮亮
5365,温兆伦
1039296,王朝
5418,王宝强
5362,王俊雄
188556,王宝
1047281,文子轩
5506,王崴
3669,王三溥
5532,吴忠明
1063066,文劲松
1047389,王上
11977185,王景飞
12121264,Ice Paper
12526138,万辰
5546,吴欣睿
5529,吴彤
1039827,WHIZZBIZ威士堡
13132047,吴文青树vs9000岁乐队
12122114,文颖秋（DJ CANDY)
1039717,吴承俊
5431,王绎龙
5680,Walker
12144105,魏大勋
5550,武艺
1041154,WARISJAN ABDUREHIM
5424,韦雄
5370,王栎鑫
1015042,王继阳
5888,韦星弟
5399,吴国敬
5464,王志文
5670,汪东城
5352,王梵瑞
1060108,王华峰
5603,王备
225316,王传君
5524,魏枫
1049306,汪定中
1015092,王胜
13059452,王艺龙
1073042,王进
12488150,L4WD
5388,翁立友
12488048,王广允
13056463,王梓豪
5700,乌达木
12049183,吴京
12202284,王大陆
5593,完玛三智
5781,薛之谦
5771,许嵩
5770,许巍
1132127,萧忆情Alex
5768,萧敬腾
1115075,西瓜JUN
5929,徐良
13059454,徐圣恩
1047088,小魂
1083049,夏小虎
5944,夏天Alex
1035021,许一鸣
5997,小曲儿
5782,许冠杰
5787,许志安
12145073,夏子皓
5871,许廷铿
5774,萧煌奇
5793,小沈阳
12061156,箱子君
1214021,新疆群星
1124093,西奥Sio
6040,萧全
1047348,西瓜Kune
1178126,小洲
847107,谢帝
12450235,小来哥
813196,许镜清
5767,谢天笑
5998,Xun（易硕成）
13057504,许凯皓
5769,信
189307,小右
5766,小河
5785,谢军
5777,谢和弦
12219072,绪尘
5773,谢霆锋
1005028,徐大乐
5801,小曾
5772,小柯
1018121,潇梦临
5786,徐誉滕
5875,邪恶少年EB
5780,西皮士
12000097,许魏洲
5866,小安
840106,邢磊
12261173,许歌淳一
1038353,西楼
5776,小宇
12774907,晓华
1050785,习冠
5951,小贱
784472,小人
5894,徐鲤
12250110,肖央
5806,许绍洋
12132342,徐子洋
225767,Danny_AhBoy许佳麟
5775,熊天平
5810,徐嘉良
5849,谢东
1081202,谢雨维
1050467,谢路昊
5924,小5
979027,Ayan
1046333,小少焱
5798,小肥
13080286,鑫哥
12263331,小阿堂
1156213,徐峥
5963,小皮
12054395,熊梓淇
1049020,谢旦
1049696,老猫
12111129,希介
13056465,徐鹤尼
12166196,小艾EYE
1132686,徐云霄
1039518,小vie
13972109,肖战
186010,徐克
5788,小虫
5995,小猛
837328,许鹤缤
5897,谢天华
5795,熊汝霖
5819,徐靖博
1087660,ANK
791328,熊熊作业
6055,小臭臭
5778,萧闳仁
1064054,西山居游戏音乐
6050,小灰
6006,小茶
12214065,小帽
174009,谢震廷
1113051,许含光
6066,杨宗纬
13058503,尤长靖
6068,杨坤
12448205,永彬Ryan.B
1079074,余佳运
6290,音频怪物
975714,叶洛洛
6211,幼稚园杀手
13056466,杨非同
1047065,佑可猫
1050364,Yee
13057508,余明君
13057509,岳岳
4903,尧十三
6075,庾澄庆
939088,易烊千玺
13899303,杨和苏KeyNG
188735,于毅
12378044,杨搏
6085,阎维文
956206,岳云鹏
6208,炎亚纶
6070,游鸿明
6076,俞灏明
1156283,于荣光
6288,颜小健
6107,易欣
6100,余文乐
844123,云飞
6094,叶世荣
12468212,杨晓川
1038053,颜韵Ycy
6098,叶启田
13791380,妖蝠
1047223,玉璇玑
787025,杨栋梁
1054173,杨洋
12074471,于子将
6091,宇桐非
12487045,尹毓恪
6443,印能法师
1158062,养鸡YoungG
6084,杨嘉松
6099,雨天
6092,亚东
1078374,伊丽莎白鼠
6067,尹吾
12975701,盈妹妹
13057507,YiF张艺凡
1024313,余枫
1132938,月代彩
824125,尹熙水
6079,言承旭
6240,于魁智
6097,叶振棠
6072,永邦
947031,于嘉萌
12074935,袁弘
813378,约瑟翰庞麦郎
11991172,云天_Cloud
905413,于湉
13056468,于斌
13057505,杨羿
13057506,叶泓希
12369048,杨琨
12474633,杨梓鑫
6359,亦勋
736013,YoungQueenz
6065,郁冬
1039555,鱼果
6108,叶文辉
808050,杨炅翰
12615040,一盛
6145,尹相杰
6363,袁成杰
1182573,叶祖新
1046018,余柯
6156,杨洪基
1039073,岳伽南K!yo
1193417,于朦胧
14118414,优秀少年好好
12263502,夜未央
6242,Y Lam
12202288,杨子
6116,尤大淳
976004,牙牙乐
6171,郁钧剑
1064070,叶健
1132770,yocho
12048127,杨玏
6120,袁小迪
12046331,杨烁
6071,杨培安
1063217,印良法师
1047252,袁接伟
12441085,杨旭
12219142,雅阁陌迁
1019376,杨学
820376,易思宏
6460,张学友
6731,赵雷
6457,张国荣
6472,张杰
6479,周柏豪
6453,张震岳
6452,周杰伦
6462,张敬轩
6454,张信哲
1038040,赵紫骅
6469,张宇
980025,周兴哲
12120150,朱星杰
6652,周传雄
13057513,朱正廷
13057511,郑锐彬
6456,周华健
1030001,周深
13058505,周锐
6473,郑中基
6730,周汤豪
1146108,朱贺
6487,张智霖
13058506,周彦辰
12151013,朱一龙
6491,郑伊健
6752,郑建鹏
1032247,赵钶
166016,张赫宣
1047015,张艺兴
1085116,张希
990177,赵海洋
6480,张栋梁
816103,纣王老胡
6459,张雨生
6458,郑钧
6729,赵照
6681,张翰
6495,钟镇涛
6474,钟立风
6468,郑智化
6464,张卫健
6463,赵传
6936,张北北
6470,郑源
1049983,张一山
1049276,知性的小方块
952073,赵烁
6498,郑少秋
1047257,中华
961075,赵泳鑫
13059458,左叶
6455,张楚
6520,张振宇
6467,左小祖咒
6670,左宏元
6725,郑国锋
171008,朱梓骁
6483,赵鹏
794076,张宇桦
13972443,泽亦龙
6488,张过年
6891,赵英俊
1132738,张磊
6461,周云蓬
6476,张智成
229274,郑海龙
6982,祝贺
6481,张洪量
817016,张静波
13056470,张奕轩
13056471,朱匀一
1060061,郑冰冰
6494,张镐哲
992001,张阳阳
187624,Q.luv
1078020,朱强
1078291,翟
1023288,郑子威
6661,周志华
1084119,张晏铭
12152019,张力夫
1071044,张渠
1043044,中国放碟者
12369107,朱兴东
897170,朱克
6501,张明敏
1039550,张思桐
6509,赵季平
7032,钟一宪
1097002,詹昊晁
10704,赵鑫
1018074,张尧
13056469,张达源
939083,郑俊弘
954410,周三
6734,朱铭捷
1049200,周星驰
12154356,张穆庭
6504,周定纬
7122,阿肆
768208,AGA
188558,Aki阿杰
7063,A-Lin
7061,阿桑
1049681,阿细
7076,阿兰
7095,阿鲁阿卓
7138,安九
1083080,AlmiraAlim
7100,阿悄
12457016,安悦溪
167006,艾怡良
7067,安又琪
27888530,安芷仪
7117,艾歌
1047035,安蕾尔
12073210,ARIS
784444,艾菲
7074,安琪
7083,阿轮
1073068,阿木宇梅
7120,安琴
7066,艾敬
1047213,Asat
7085,艾雨
7070,爱戴
7064,阿雅
12098013,叶雨蒙
7080,阿佳
12896122,A.LOVE
7065,阿朵
7062,aniDa
7060,安以轩
7118,阿斯根
7115,阿斯满
12487130,安妮
7097,Angelababy
7077,阿幼朵
12262110,阿紫酱
1053195,阿栀
7068,阿果
7105,安心亚
7073,艾心
12870621,艾格
1124458,奥云格日乐
12170037,Anpu
1032110,艾晓琪
7116,艾丽雅
7098,Angelita Li
223040,敖都
7103,阿筎那
7075,艾晴晴
1124124,阿妍
7110,艾莉莎
992027,Anna Liu
1101117,ASUKA
1080121,安歌
14471206,阿瑶stin
12561006,安那
7096,爱慧娜
905823,安晨妤
7071,艾青
13972129,艾贝拉Bella
27695853,ALL-RANGE
7069,阿丽玛
12136045,AlexiskWong
28387476,爱烂漫
12467116,艾丽娅琪琪格
7093,阿木乃
12061121,安顺雨
1028203,阿喜林育品
7089,阿雯
1084057,AC娘
12320212,aoi@香菇她妈
7078,艾梦萌
7081,艾俐
7101,阿莲
1031037,安俐娜
1032400,安娜
1190150,爱纱 (AiSa)
7082,Amy Mastura
7102,阿贝
7099,Astor Fong
12202546,阿妮桑
7072,阿紫
7079,鞍安
7108,阿美
14469163,阿妙
12335194,安娜伊思·马田
1015413,黄安安
12090100,阿爆
27693296,安之若素
12552450,Anonymous
15023158,爱笑的雪莉吖
1135214,阿索
7156,AGG
7142,阿Vane
12035019,阿紫
1156027,安瑞甜
961358,不才
7169,比莉
7200,本兮
7191,白冰
7201,白晓
1047427,白百何
894035,Britneylee小暖
13971119,卜冠今
12103042,包包.suyi
12828308,北岛诗
7158,包美圣
7181,冰淇
7159,白雪
11973040,冰冰超人
7189,白若溪
7162,本多RuRu
7157,巴奈
7160,白光
996332,白云
886208,毕夏
7144,白婧
7175,巴哈尔古丽
7192,白安
7166,柏安妮
1078051,博嫣在旅行
7195,冰弦
7185,蓓丽
976210,白桦树娃娃
7170,包娜娜
1054137,边巴德吉
1097160,半刃初蓝
7172,柏文
979080,拜尔娜
7167,巴桑
797151,巴桑拉姆 
12023562,贝贝
1063116,包萨仁高娃
7161,鲍翠薇
7171,贝贝
1046066,卜小可
12176238,Bella
7178,白冰冰
7184,巴雅尔其其格
7174,白虹
7188,白晶
7207,巴姆
12062106,白荷
13581186,咘咘
840086,包晓云
12603258,白鹿
7186,宝玲
7194,鲍蕙荞
12576094,贝影
12993080,毕文婷
12107182,卜星慧
7163,宝罗
1156174,Bella.芋头
12209035,百灵
1041114,白尔雅
12250204,包晗言
7202,白雪
7165,碧娜
7176,宝佩如
7173,白嘉倩
7164,巴度
1132806,白文文
12213276,柏皎
1174030,BING
7209,白茔
7180,鲍正芳
7193,白杨
157651,蓓蕾
12033053,白萍
1033010,千幻入梦
927026,白雅彤
12290226,邦妮
7187,斑斑
1032198,Babara
203207,白歆惠
13278223,宝蓝
13227046,暴走萝莉
1046487,bq就是BQ
791410,布布
1147031,白雪
13579142,白鹿墨缘
7168,白紫
7199,白嘉莉
12385104,柏雪
12073384,毕兰婷
7204,白尔
1047331,白芳菲
999218,包蔓
975370,不装盐
896733,碧瑶
912032,半夏
7205,班嘉佳
12046921,柏梅
12335267,卜卜
7203,白雪
14056275,宝儿
1007170,陈粒
7214,蔡健雅
1053026,曾惜
7409,岑宁儿
7219,蔡依林
7225,陈慧娴
7235,陈慧琳
7217,陈绮贞
8321,陈芳语
7439,陈洁仪
13161063,陈秋含
973004,程璧
189347,CRITTY
7215,曹方
7220,蔡琴
1003026,茶理理
7481,崔子格
861203,陈小熊
7419,崔天琪
12097022,程潇
7224,陈淑桦
7221,蔡淳佳
7647,陈嘉桦
10763,曾沛慈
7228,陈瑞
951001,陈梓童
7227,蔡卓妍
7486,陈僖仪
7216,陈珊妮
7346,陈小云
7424,程响
7233,陈明
1079020,凑诗
7266,陈苑淇
7342,陈韵若
223780,陈每文
1172029,池年
12416055,崔阿扎
7244,陈洁丽
7298,陈晓琪
7363,陈柯
791100,陈姿彤
1146112,曾婕Joey.Z
203161,曾之乔
7242,常静
7461,陈力
7286,车婉婉
7234,陈琳
7236,陈明真
7226,陈悦
1049131,陈意涵
12062139,曾咏熙
1047211,曾小Cee
13046127,陈忻玥
7483,陈思诺
7237,蔡幸娟
7402,次仁央宗
960004,陈一玲
1141009,岑日珈
7248,蔡秋凤
1164045,曾咏欣
7232,陈松伶
7524,陈妍希
7273,陈诗慧
1038331,王熠熠
7218,Corrinne May
10570,曾淑勤
7259,陈思思
7308,陈红
7395,蔡文静
7264,陈雅雯
1089157,柠露
12326211,蔡佩轩(Ariel Tsai)
7240,陈倩倩
1042003,陈慧敏
1004008,陈嬛
7371,曹芙嘉
7262,陈慧珊
7291,陈文媛
7284,陈影
7238,程琳
7379,常艾非
1039897,穿越君
7399,陈娟儿
12145017,曾大块儿
10660,曾路得
27694755,陈意涵
1047289,醋米
10905,曾静玟
1045013,YEHAIYAHAN
1039021,曾楠
7280,陈盈洁
7288,陈思安
156357,崔萍
7281,成方圆
7515,陈思涵
7255,陈艾湄
7278,蔡龄龄
12475317,陈小硕
7258,曹颖
7570,邓丽君
7535,戴佩妮
7537,邓丽欣
7600,邓福如
181007,窦靖童
7591,杜婧荧
13610051,DJ舞曲
7538,戴爱玲
7541,董贞
12900544,窦佳嫄
10711,邓瑞霞
7548,邓颖芝
12492619,弹唱小蓉
12806014,东方晴儿
9727,呆宝静
7544,董文华
999451,DJ Soviet
7534,丁当
7536,丁薇
7620,段丽阳
7542,戴娆
7540,德德玛
7590,丁爽
13044078,大冬
1038231,Doris小武
1038330,DJ小星星
1046217,大包子Dabozz
985006,豆子糖
7553,戴辛尉
27695965,嘟嘟姐晶晶
166033,丁丁
8093,东方红艳
7597,邓芷茵
7592,邓涛
7612,段林希
12108770,迪丽热巴
1039917,DJ曾经
7631,丹巴旺姆
7549,杜丽莎
7550,戴梦梦
166035,带泪的鱼
12047158,大娇娇
12097087,黛米
7585,德乾旺姆
7545,段玫梅
14469457,Dani
7589,丁红
7546,杜岩
7551,迪里拜尔
14712067,单艺
12872139,丹Sir
704012,叮当
13642178,大神慧
7552,董沁
7547,邓妙华
12145095,杜美娜
7614,代悦
7587,邓玉华
9414,单秀荣
7580,段银莹
976291,代茜
12475153,达娃卓玛
741116,邓雯心
7539,黛青塔娜
1049339,东方栀子
14470545,杜雯媞
817162,单夕
7606,Dechen Shak-Dagsay
1004085,大若
816410,代梓琪 
7605,董璇
168016,大山
12251309,邓文怡
7626,豆豆
7557,丁菲飞
1116330,毒药
1081796,董雪婷
7576,达坡玛吉
12998471,呆晴 
1097019,东方依依
9376,单雯
7559,丁小芹
7543,丁文琪
12533721,邓滢滢
13581185,邓莎
7593,邓小巧
7630,董洁
7563,杜雯惠
7565,刀妹
9404,单仰萍
7562,戴蕴慧
1039784,大H
7619,丁酉酉
7571,大灿
7596,董育君
797130,单丹
7582,嘟嘟
12143071,豆桑
7595,丁晓红
1081635,二珂
12976783,二嘉
790026,Evin.柒
1041100,二直
12046954,Erika
1043193,贰鱼
7645,鄂尔佳明
1132666,EYLICS
14099262,娥子
1102228,二米
1180043,尔玛阿依
28897457,恶魔
7646,尔玛依娜
7649,EKEE
30024242,Emma 
13498161,Eva
30530224,二薇
942001,贰哲
12107534,冯提莫
203162,方雅贤
7651,冯曦妤
7652,范玮琪
7730,绯村柯北
1043310,千界
7662,范晓萱
7667,凤飞飞
7713,樊竹青
797269,方糖泡泡
7653,傅颖
12212046,范媛媛
7680,樊桐舟
11974075,冯佳琪
7665,付娜
7654,方季惟
7657,傅佩嘉
7738,Finale
7668,方皓玟
7675,方芳
7709,范琳琳
7705,付梦妮
7658,范文芳
7664,方文琳
12441367,Faye 飞
7655,范冰冰
1132405,方圆
7752,Febmor
7720,傅锦华
7660,冯玮君
1132167,KuRy颜酱
7656,法蓝
7672,方丽盈
12108959,付春霞
12131582,方琦
7685,方瑞娥
7702,范世琪
1047048,范小蛙
1150307,Fran
7725,冯欣蕊
7718,方琼
854750,方雪雯
7728,冯圣雅
1047430,枫影儿
7670,范上娥
1005038,樊玲
7719,冯欣慧
7722,范怡文
7749,方亚芬
12419108,夏云竹
12463434,风语
7744,Febe
7661,冯颖琪
7663,风中采莲
7741,方圆
12555391,方艺谚
7712,范蓁蓁
7707,冯健雪
1080031,范小倩
7682,方怡萍
7669,方丽仪
223700,冯丽媛
7732,方心美
27693342,樊韵儿
1074106,方琼妮
1137114,Fergie飞机
1124367,绯儿
7691,方伊琪
1050159,芳蓉
7674,方子颖
991217,Fran
7698,浮瑶
7739,方初善
13023059,方迩羲
7659,傅薇
7748,方小菲
7727,方宥心
7681,方晓青
11994031,冯家妹
7758,方艾琳
7684,费星
7666,符琼音
7733,范海荣
12046852,方妍
7688,范媛媛
138672,方逸华
28898359,方泳湘
7726,费坚蓉
12096333,方丽儿
7723,菲儿
7687,范玮卿
1035025,付曼
7693,冯宝宝
7696,傅天颖
961182,方少珊
1033011,福朵朵与拾荒乐队
12817021,疯格
7717,芳子
27692352,傅菁
1026124,fifi
7763,G.E.M.邓紫棋
7762,郭采洁
816358,高姗
7768,关淑怡
7777,高胜美
7864,关诗敏
7760,郭静
7767,关心妍
7837,龚芝怡
1061047,过又嘉
7779,高慧君
7866,龚淑均
7783,郭美美
7771,龚玥
7780,官恩娜
986035,葛雨晴
7378,郭燕
7834,格格
1150075,关晓彤
7785,龚琳娜
7807,甘萍
12309137,高梦谣
14313379,高丽馥
908167,格子兮
8320,葛仲珊
7781,郭兰英
7773,关菊英
7862,谷微
7839,关颖
7843,谷建芬
820308,桂雨濛
12186013,桂莹莹
7810,顾媚
7764,关牧村
7784,郭嘉璐
12301012,高丽霞
12458174,郭欣桐
7845,郭玲
7782,古璇
7876,高晨薇
12895024,乖白
7824,郭书瑶
7791,郭美孜
1049250,郭妮
7874,贯诗钦
7772,郭易
7795,郭乔伊
7789,顾莉雅
28083376,高隽雅
7799,关之琳
28389489,Grace
156377,葛兰
686027,干露露
854289,耿巧云
7861,郭欢
7765,龚诗嘉
7858,龚秋霞
7796,葛洛力
12097107,郭宴
7877,弓秀丽
1064018,孤竹翊
7883,龚隐雷
12493255,鬼鬼
854292,管波
12436072,龚爽
7870,巩俐
7812,官灵芝
7793,甘雅丹
12107038,郭飞宏
7833,Gloria Tang
11999082,郭涛
166028,古筝
7836,歌者森
7906,郭慧敏
7801,谷祖琳
12053098,郭娅丽
11986017,葛荟婕
7814,郭淑珍
7774,龚柯允
7819,葛瑞莲
7832,杠宝
1046252,岗嘎措
915005,郭燕妮
7823,高菲
1047323,龚蓓苾
1054157,尕尔迪
1049014,顾盼盼
14512460,郭雪芙
7835,格桑达娃
1047143,顾瞳瞳
7802,高茜
1050164,歌手王可儿
7776,关燕仪
15251040,顾柠
7821,桂纶镁
858378,郭一橙
12441043,高咏梅
7880,高翊馨
7847,瓜尔加
7775,高以爱
8103,花粥
12947071,胡66
27693474,火箭少女101
7907,何洁
7898,HITA
7890,黄龄
7891,韩红
7896,黄小琥
12098150,贺敬轩
28389406,火箭少女101段奥娟
7912,韩宝仪
8022,何曼婷
1192131,韩旭
7901,黄雅莉
7931,胡杏儿
7894,韩雪
7993,海楠
7903,黄莺莺
7920,何璐
1026069,花僮
1021056,胡杨林
1048023,花世
7935,黄伊汶
7946,黄绮珊
7905,韩晶
805488,胡莎莎
1015463,胡艾彤
7995,郝蕾
7919,黄琬婷
976095,黄玠玮 Zooey Wonder
7944,胡雯
7998,杭娇
8107,黄美珍
8062,灰色
964292,黄婧
13227448,HAMY何美延
7924,黄宝欣
14885023,花玲
8044,何雁诗
7922,黄江琴
8006,黄英
7893,黄韵玲
7959,胡静
12073702,花近
7902,哈琳
7958,胡灵
1045082,AHeeWang
7932,何婉盈
7895,侯湘婷
8029,洪辰
12388037,韩丹彤
7925,胡琳
12164015,胡定欣
7917,何嘉丽
7897,黄淑惠
7914,黄乙玲
7892,何真真
854455,黄宇希
7916,胡蓓蔚
8009,黄灿
8039,哈辉
7964,杭天琪
7923,黄思婷
7982,何静
7921,何如惠
14099603,花姐
7965,黄奕
8109,杭士琁
7900,黄慧音
8115,哈布尔
8017,胡芳芳
7972,衡越
7887,何欣穗
13497194,火线妹
1047301,红料
7936,何伶
861226,黄晶
27692219,韩玖诺
7888,黄小桢
1047385,何伊冉
8112,胡丹丹
849066,蛤小蟆
8100,侯莉君
7128,黄佳佳
7934,黄圣依
1043053,何璟昕
8011,黄婉婷
12335239,胡可
27694750,何韵
1038350,四四
8086,何艺纱
8067,哈斯托娅
7910,何耀珊
8066,贺世哲
1146057,胡拾梅
7911,黄妃
7939,胡美仪
7941,何俐恩
7997,胡晓晴
